,date,price_(close),price_(high),price_(low),price_(open),circulating_marketcap,circulating_supply,supply_pct
1256,2018-04-10,6835.937308796045,6893.777950103551,6652.966332606033,6768.947906437611,115008163906.11925,16975737.61709385,0.00012079983792023796
1255,2018-04-11,6946.605294701317,6992.372349894355,6795.200355413296,6832.934579276609,115987730287.91272,16977750.44405529,0.00011857081010790971
1254,2018-04-12,7915.50685080822,8092.498586414613,6754.765763357972,6943.704003862171,117871414331.46169,16979675.94884517,0.00011341342283399669
1253,2018-04-13,7881.466287884536,8233.036626419047,7740.337124383335,7915.9406905749565,134423451727.19109,16981738.9684171,0.00012149934887717428
1252,2018-04-14,8002.766525942139,8190.106316020472,7821.53595932704,7877.343627647371,133972661191.97202,16983451.79346903,0.00010086275940968115
1251,2018-04-15,8354.775020954572,8422.072319101895,7996.982330391051,8001.4864128316785,135972621883.8243,16985489.6443678,0.00011999038378940341
1250,2018-04-16,8056.63349362832,8412.497657856107,7894.892904447013,8356.56652615152,141976380240.27527,16987252.60818728,0.00010379234607849064
1249,2018-04-17,7887.650399504946,8169.441628835213,7821.15771920382,8055.846808115279,136839618429.10524,16989278.06842562,0.00011923412720449278
1248,2018-04-18,8167.293584979431,8232.800956987101,7870.299599395198,7885.961114438209,134071708979.29929,16991278.53593094,0.00011774882353798866
1247,2018-04-19,8276.953513872155,8297.524807495261,8097.500131034196,8167.915638591578,138832746624.553,16993503.9057059,0.00013097129625960768
1246,2018-04-20,8870.554372954593,8936.034285275837,8204.368163096018,8272.552714985804,140605927807.57846,16995216.83857388,0.00010079927468087391
1245,2018-04-21,8919.356298917555,9054.837150278892,8609.00219477228,8867.09008063635,150693982376.58054,16997204.72006889,0.00011696711574149532
1244,2018-04-22,8807.876979102297,9040.06030103604,8754.405249289859,8919.221754845332,151585107774.0202,16999205.02537366,0.00011768436856018916
1243,2018-04-23,8949.65579394314,9010.34829498401,8771.711093663147,8791.180231514512,149455841649.89645,17001117.89445263,0.00011252697265051737
1242,2018-04-24,9646.24476237031,9739.061616586394,8932.206136072367,8942.721350493495,152022990561.06305,17003106.60531328,0.00011697529968279774
1241,2018-04-25,8869.59222649887,9767.44094153301,8746.043498846318,9655.889501527849,164078412926.06494,17004645.24522176,9.049169332397966e-05
1240,2018-04-26,9273.829242101674,9312.877824197209,8654.870090585333,8860.294530963585,150742838874.37485,17006408.41087497,0.00010368729413534616
1239,2018-04-27,8925.947219540983,9385.858200196992,8901.812692385787,9288.278879600775,157711331438.88394,17008184.11705075,0.000104413944018944
1238,2018-04-28,9348.121758389932,9434.355974335054,8874.043499876454,8925.803821262627,151736211339.48175,17009787.7362836,9.428515247811298e-05
1237,2018-04-29,9411.375704314803,9554.32726794898,9173.037044289382,9340.8373320587,158956897383.8751,17011763.56316303,0.00011615823254618185
1236,2018-04-30,9245.453778678951,9462.809185770568,9120.83502807743,9407.976164729536,159909876037.26123,17013701.60712926,0.00011392375393848297
1235,2018-05-01,9075.345891840869,9249.285390627005,8824.72049845888,9242.631823006635,157268005231.15158,17015677.0598942,0.00011610952222840254
1234,2018-05-02,9229.177784818648,9262.312412678206,8979.751283292422,9077.319682885252,154334150574.05487,17017428.23145089,0.00010291518524496723
1233,2018-05-03,9732.99971370745,9813.154681246271,9160.550871360774,9232.207577004674,156988616845.574,17019316.48396271,0.00011095992215381933
1232,2018-05-04,9694.847745086514,9794.237285283156,9517.377146427743,9740.98539693337,165865505426.9217,17021041.78412529,0.00010137305832502719
1231,2018-05-05,9820.219363718616,9963.46967330218,9669.079811678032,9684.219508604434,165032933142.57236,17023055.36115765,0.0001182992826112006
1230,2018-05-06,9616.1945800461,9928.532119709647,9406.04194508693,9828.815569837536,167343175176.73087,17024769.87941513,0.00010071742240769233
1229,2018-05-07,9360.246491820357,9652.863301062576,9183.9214193034,9636.189943687035,164117619630.31686,17026645.31813965,0.00011015941700276421
1228,2018-05-08,9181.602846704487,9462.08145566105,9048.623457409029,9370.459165590006,159440663057.60217,17028383.9974384,0.00010211520039704602
1227,2018-05-09,9313.46644515704,9374.896528476158,8968.2550749136,9180.638541618184,156366699419.77673,17030384.4190628,0.0001174757172905938
1226,2018-05-10,9012.610434386806,9387.499558402647,8994.891081704587,9309.155739217853,158580672655.06522,17032309.76090207,0.0001130533399535949
1225,2018-05-11,8404.84180126311,9021.09053944616,8340.516230805759,9011.914906906077,153541228986.8224,17033897.61846145,9.322620253326974e-05
1224,2018-05-12,8470.571313652055,8643.937319819772,8174.14765251023,8395.72251622225,143270223516.87152,17035960.75728538,0.00012111959753080548
1223,2018-05-13,8683.23830564113,8758.027042809363,8320.660510957445,8476.188537668213,144414640168.24518,17037811.14864875,0.00010861678949214415
1222,2018-05-14,8668.132713379637,8887.543074450079,8282.677100477942,8685.603486009964,148051428123.4606,17039461.694219,9.687544696035388e-05
1221,2018-05-15,8467.583543452483,8855.272860556795,8418.472953898647,8668.28795877886,147790221428.39563,17041287.17914973,0.0001071327817443457
1220,2018-05-16,8342.102260782485,8497.029820925618,8096.799590534721,8470.714147001661,144431373967.09656,17043525.10246072,0.000131323607628131
1219,2018-05-17,8057.691352576612,8479.086562072485,7996.591536846645,8346.891901880892,142168128029.91794,17045175.80380129,9.685210838994429e-05
1218,2018-05-18,8230.586587103006,8273.27120441011,7922.9330069756925,8061.195016166819,137344927031.30724,17047026.46254363,0.00010857375504014222
1217,2018-05-19,8232.414727421547,8417.077984920476,8133.238042859337,8232.297505034228,140486103252.32196,17048951.76715763,0.00011294078871948443
1216,2018-05-20,8525.084543972018,8603.049366379262,8166.049703800449,8230.658209121792,140338440282.27094,17050752.18529257,0.00010560286400784769
1215,2018-05-21,8384.277152302071,8611.79391131059,8308.028840708768,8521.015424222394,145311487699.1026,17052715.05858253,0.00011511945447484351
1214,2018-05-22,7977.586407321758,8396.964738227343,7938.932320585542,8384.831420609888,143191170712.98422,17054602.88396374,0.00011070526744427767
1213,2018-05-23,7501.845672314375,8022.349037178057,7430.811773955967,7988.612397547349,136170843782.13052,17056628.42801466,0.00011876817447453725
1212,2018-05-24,7575.868192431908,7730.621669158984,7266.22005003758,7503.777383677059,127987593364.8599,17058416.52304054,0.00010483285330553649
1211,2018-05-25,7461.176160386198,7658.321594944127,7318.559268524776,7575.800490059508,129228775489.24478,17060617.0656084,0.00012900040076324615
1210,2018-05-26,7329.638860417517,7626.221883583804,7289.56273363083,7463.044704048386,127293519473.71356,17062642.33413725,0.00011871015691045095
1209,2018-05-27,7335.832210551843,7407.393246032653,7225.514112169931,7329.713940376321,125127355862.83496,17064692.60236979,0.00012016123835856263
1208,2018-05-28,7098.580650129778,7442.5138125915155,7066.365809249307,7342.380565948879,125328980612.92831,17066643.11026781,0.00011430079307439556
1207,2018-05-29,7457.842581044682,7525.540941043077,7043.124283691708,7099.386496497596,121173592140.26855,17068381.31314211,0.00010184796524237427
1206,2018-05-30,7374.396338155535,7563.643388064716,7256.911214750855,7453.70354928988,127235714153.50668,17070556.57709275,0.0001274440681124922
1205,2018-05-31,7483.144816799538,7629.772896777424,7328.717704340328,7377.747007733791,125943530310.04456,17072681.92395951,0.00012450366554594972
1204,2018-06-01,7512.80266395203,7609.97867842252,7342.789306861047,7482.649417472706,127844402291.83968,17074757.18347263,0.00012155439446259741
1203,2018-06-02,7638.394228088486,7688.809040630307,7437.88932126797,7514.080220980317,128373789753.7812,17076657.63058789,0.00011130156024119486
1202,2018-06-03,7713.338270936959,7781.239245693466,7593.862495018207,7636.868228598476,130431112880.98209,17078695.4308802,0.00011933250267071038
1201,2018-06-04,7482.203958946672,7760.609275430798,7447.569840379997,7714.10516022358,131768208818.23834,17080983.72957512,0.0001339855672337631
1200,2018-06-05,7618.402049294491,7674.030897123352,7353.328297436481,7493.807189655259,127964377702.09357,17083171.61365603,0.00012808888033299937
1199,2018-06-06,7644.532370741655,7696.727784470209,7480.022937123721,7615.785556717297,130184459066.63953,17085009.42123076,0.00010757999839228205
1198,2018-06-07,7683.891474419597,7753.03266593359,7621.682928898257,7655.034516812788,130801046783.67905,17086797.26013097,0.00010464371754981272
1197,2018-06-08,7605.099770763249,7695.327232669828,7541.016900004406,7681.592130661221,131265693568.55531,17088603.73497892,0.00010572343198367307
1196,2018-06-09,7483.888943480919,7688.931666622288,7442.952388417962,7607.049126711421,130154282637.55025,17090391.41437097,0.00010461237323844408
1195,2018-06-10,6765.871849892612,7487.878150596001,6636.938474404547,7486.700944104812,128160133230.53932,17091979.16544647,9.290314288334933e-05
1194,2018-06-11,6875.67472790244,6910.030721091936,6632.438709846888,6755.961406228197,115662196083.678,17093730.1587004,0.00010244531876502094
1193,2018-06-12,6537.1506195992015,6882.0735307738905,6446.156160186729,6877.49776007756,117576561260.967,17095543.13371446,0.00010606081862940542
1192,2018-06-13,6297.914370733632,6622.643309577599,6124.026051835819,6539.702080913151,111936083515.45374,17097331.13587072,0.00010458878915264869
1191,2018-06-14,6639.612463751506,6722.92758153863,6269.010532500452,6298.533428239918,107696017420.8531,17099243.9830553,0.00011187986998550947
1190,2018-06-15,6389.687401856953,6661.528340405797,6337.104665338038,6637.201041026758,113502056881.9006,17101156.84268502,0.00011186808209862065
1189,2018-06-16,6485.210311019783,6554.603120976031,6330.589044876026,6384.732670526943,109254641051.1633,17103232.02930712,0.00012134773344207872
1188,2018-06-17,6447.045695917027,6573.705629790781,6425.15590882142,6489.893676002972,111001395493.96902,17105194.70047542,0.00011475440226371703
1187,2018-06-18,6705.552484999506,6807.471956986439,6378.101328514242,6444.93168317245,110274094052.05424,17107244.8948214,0.00011985799529790064
1186,2018-06-19,6735.15223843805,6841.642074631281,6658.079760192699,6708.269047148473,114798126526.916,17109182.80731632,0.00011328022173251462
1185,2018-06-20,6756.683501354437,6812.468240822237,6554.533996903074,6734.644111519647,115230519178.77124,17111123.39752889,0.00011342389840751643
1184,2018-06-21,6717.466309132553,6790.127551496769,6680.892323493064,6756.626791607011,115673745109.99144,17113248.88572501,0.00012421675343810001
1183,2018-06-22,6049.584728614917,6730.968725906325,5932.619370428309,6717.074747333967,114958547933.41245,17115137.22414842,0.00011034365455775408
1182,2018-06-23,6158.964623457399,6261.116723722224,6024.563450714518,6051.968315415929,103545517219.15608,17117137.52813558,0.00011687338295707228
1181,2018-06-24,6148.179338804621,6258.723041444079,5763.371760353986,6158.922359856713,105471607434.41708,17119275.3289737,0.00012489242635371767
1180,2018-06-25,6248.476257568646,6343.994880851595,6074.482796891338,6147.597729032152,105290523347.3541,17121238.25453947,0.00011466172066576519
1179,2018-06-26,6070.8459447525,6274.265341820347,6043.185572350458,6248.640975187636,107007002842.65004,17123063.678124,0.00010661749795137787
1178,2018-06-27,6135.491617835376,6188.441503116433,5982.996405266774,6073.260413853833,104001731841.52795,17124576.47363656,8.834841363669632e-05
1177,2018-06-28,5848.663158250733,6170.030644022841,5822.118801551165,6135.338716973412,105052173159.27435,17126539.21412217,0.00011461541770851902
1176,2018-06-29,6193.681451233859,6308.445138427567,5782.687146871647,5851.698997534302,100207200358.84352,17128426.98733377,0.00011022502491608854
1175,2018-06-30,6385.492545407347,6531.50427006266,6191.878785990073,6203.726402714494,106281332415.25642,17130189.67606483,0.00010291013485153044
1174,2018-07-01,6350.117194916551,6433.195801060698,6252.926581042566,6385.024382248911,109454777695.02086,17132027.3182307,0.00010727506236762885
1173,2018-07-02,6613.141423020882,6678.512195663288,6270.765396101369,6347.938633526008,108766559428.3239,17133790.07010348,0.00010289219366965696
1172,2018-07-03,6506.556366577845,6671.910715988146,6469.49001730281,6614.72029805105,113335221443.64565,17135240.34876412,8.464435800292769e-05
1171,2018-07-04,6584.309037828624,6783.640622878592,6404.053056742559,6502.915007536169,111502133573.96954,17136915.57821711,9.776515642001549e-05
1170,2018-07-05,6526.780080247801,6704.089372911552,6436.447785974586,6583.284201388561,112884774215.72556,17138628.35459457,9.994659596945787e-05
1169,2018-07-06,6599.841501757548,6632.553170974321,6439.755087520197,6529.716179801907,111970343450.89972,17140628.55523915,0.00011670716017619931
1168,2018-07-07,6750.234462655218,6819.043499649157,6500.922822869935,6598.599536735287,113178422958.24023,17142578.88746101,0.00011378417165830434
1167,2018-07-08,6701.16778321478,6779.307890049228,6669.572207962804,6749.909331813723,115863262353.68394,17144553.99783957,0.0001152166422291323
1166,2018-07-09,6659.425927034463,6797.37334514708,6607.217159307698,6700.110207555226,114984181612.76936,17146254.17458845,9.916716113433921e-05
1165,2018-07-10,6298.4750098936265,6682.82121971058,6262.289728607802,6652.693984732272,114305150972.35127,17148117.00666611,0.00010864367567942068
1164,2018-07-11,6378.299352000012,6402.48064775819,6264.913138056696,6298.101499659881,108094980040.6919,17149804.7697367,9.84226472173777e-05
1163,2018-07-12,6243.756834814943,6381.912310439247,6077.163389902877,6377.022954017906,109424449602.9133,17151567.63238177,0.00010279199493745672
1162,2018-07-13,6216.173144978377,6339.743106324064,6106.018998122283,6239.166864378629,107163269221.62404,17153355.55744021,0.00010424266147324168
1161,2018-07-14,6246.51901034438,6321.185497096524,6177.209724829635,6221.690153073989,106653224062.72194,17155018.66063927,9.695497732153946e-05
1160,2018-07-15,6346.700581790258,6389.630837718949,6230.541736768145,6250.777119559412,107217809102.64195,17156681.48099942,9.69290907253395e-05
1159,2018-07-16,6725.842455967928,6750.148486373319,6313.123991738412,6348.329101381272,108926257765.6638,17158181.65546894,8.743966431867811e-05
1158,2018-07-17,7314.950971472621,7444.196181835438,6655.459405006817,6728.472492754397,115437236865.92918,17160169.4013959,0.00011584828549260351
1157,2018-07-18,7373.711268835717,7583.77131492179,7232.970322136234,7316.162438046666,125578645607.6681,17162344.59989026,0.00012675856767385696
1156,2018-07-19,7469.890720224073,7566.696861653654,7274.555636980678,7371.012393723321,126682005422.51964,17164482.71581225,0.0001245818081292427
1155,2018-07-20,7325.628550460318,7684.616417976609,7266.19476618197,7471.768130939679,128275181780.50154,17166408.19313184,0.00011217799868901146
